연 번,기 능,설 치 장 소,위도,경도,연 락 처
276,과속,논산시 연산면 계백로 연산사거리 (논산방향),36.2105092,127.2183724,041-336-2253
277,과속,논산시 부적면 계백로 마구평 4가 (논산방향),36.2126573,127.1482578,041-336-2253
278,과속,공주시 웅진동 백제큰길 공주보 교차로 앞,36.462629,127.102287,041-336-2253
279,과속,보령시 대청로 신설사거리 (해수욕장 방향),36.3523148,126.608094,041-336-2253
280,과속,당진시 시곡동 서해로 당진산업단지 사거리 (당진방향),36.902194,126.6842387,041-336-2253
281,다기능,홍성군 장곡면 충절로 월계교차로,36.539251,126.7375475,041-336-2253
282,과속,예산군 덕산면 윤봉길로 계곡장모텔앞 4가,36.6833036,126.6249695,041-336-2253
283,과속,예산군 광시면 충절로 노전1 교차로,36.5381819,126.754011,041-336-2253
284,다기능,부여군 규암면 계백로 규암농협 사거리 앞,,,041-336-2253
285,과속,서천군 종천면 대백제로 지석교차로(부여방향),36.1201249,126.6906229,041-336-2253
286,과속,금산군 복수면 복수로 복수중학교 전방,36.1809879,127.3874126,041-336-2253
287,과속,청양군 청양읍 충절로 학당2교차로(청양장례식장 앞) 청양방향,36.4676653,126.7980171,041-336-2253
288,다기능,태안군 태안읍 서해로 화동교차로 앞,36.7531225,126.3213334,041-336-2253
289,다기능,서산시 성연면 성연4로 E편한세상@ 앞 교차로,36.8390535,126.460994,041-336-2253
290,다기능,논산시 강산동 득안대로 강산사거리 (소방서→부창4가),36.188954,127.0902186,041-336-2253
291,다기능,논산시 부창동 득안대로 부창사거리 (강산4가→대림@),36.1958419,127.0847745,041-336-2253
292,과속,"논산시 강경읍 강경로 고래젖갈상회 앞 (채산리, 채산육교→강경중)",36.1513187,127.011917,041-336-2253
293,과속,"논산시 강경읍 강경로 채산육교 앞 (채산리, 강경중→산양4가)",36.1513187,127.011917,041-336-2253
294,과속,"예산군 예산읍 충서로 정보화마을 입구(창소리, 홍성→아산)",36.7244745,126.8348386,041-336-2253
295,과속,예산군 대술면 대술로 궐곡리마을회관 입구(궐곡리),36.6874334,126.8982105,041-336-2253
296,다기능,"예산군 고덕면 예덕로 예덕교차로 4가(호음리, 합덕→고덕)",,,041-336-2253
297,다기능,"태안군 안면읍 안면대로 백사장사거리(창기리, 창기3→연육교3)",36.5821433,126.3262541,041-336-2253
298,다기능,"태안군 안면읍 안면대로 백사장사거리(창기리, 연육교3→창기3)",36.5821433,126.3262541,041-336-2253
299,다기능,"태안군 태안읍 안면대로 송남교차로(남산리, 남산교차로→남문교차로)",36.7253381,126.2841338,041-336-2253
300,다기능,"태안군 태안읍 안면대로 송남교차로(남산리, 남문교차로→남산교차로)",36.7253381,126.2841338,041-336-2253
301,구간,호남지선 45.1km(대전 유성 하기동) 논산방향 1차로 시점,36.390955,127.3313278,041-336-2253
302,구간,호남지선 45.1km(대전 유성 하기동) 논산방향 2차로 시점,36.390955,127.3313278,041-336-2253
303,구간,호남지선 39.0km(대전 유성 학하동) 논산방향 1차로 종점,36.3353606,127.3144753,041-336-2253
304,구간,호남지선 39.0km(대전 유성 학하동) 논산방향 2차로 종점,36.3353606,127.3144753,041-336-2253
305,구간,호남지선 41.6km(대전 유성 구암동) 회덕방향 1차로 시점,36.3535585,127.3211183,041-336-2253
306,구간,호남지선 41.6km(대전 유성 구암동) 회덕방향 2차로 시점,36.3535585,127.3211183,041-336-2253
307,구간,호남지선 49.5km(대전 유성 방현동) 회덕방향 1차로 종점,36.4097279,127.3642003,041-336-2253
308,구간,호남지선 49.5km(대전 유성 방현동) 회덕방향 2차로 종점,36.4097279,127.3642003,041-336-2253
309,다기능,보령시 주포면 충서로 충서교차로 (보령→광천),36.3460099,126.6012337,041-336-2253
310,다기능,보령시 요암동 대해로 육굴 입구 (시내→대천해수욕장),36.3055967,126.5160485,041-336-2253
311,다기능,금산군 제원면 금강로 원골교차로 (영동→금산),36.115417,127.591584,041-336-2253
312,다기능,"서천군 종천면 충서로 당정교차로(당정리, 서천→보령)",36.100003,126.654331,041-336-2253
313,다기능,"서천군 종천면 충서로 당정교차로(당정리, 보령→서천)",36.100003,126.654331,041-336-2253
314,다기능,아산시 둔포면 아산밸리남로 돌다리2교차로(석곡리),36.9183374,127.0565911,041-336-2253
315,과속,아산시 배방읍 고불로 수철리저수지 상류(수철리),36.7369887,127.0501332,041-336-2253
316,다기능,서산시 성연면 백제사신로 명천교차로(성연→지곡),36.831366,126.4999251,041-336-2253
317,다기능,서산시 석남동 양열로 세무서 사거리(잠홍동→예천동),36.7611734,126.4618682,041-336-2253
318,다기능,공주시 우성면 공수원로 방흥교차로(청양→공주),36.4709231,127.0497278,041-336-2253
319,다기능,공주시 우성면 공수원로 보흥교차로(청양→공주),36.4709231,127.0497278,041-336-2253
320,과속,"공주시 송선동 51-2, 송선5교(세종→공주)",36.4866696,127.1750359,041-336-2253
321,다기능,서산시 해미면 중앙로 옥거리교차로 해미방향(서산→해미),36.7802056,126.4568468,041-336-2253
322,다기능,서산시 읍내동 안견로 대산목교차로(경찰서 방향),36.7840211,126.4474772,041-336-2253
323,다기능,"태안군 소원면 서해로 신덕교차로(신덕리, 태안→만리포)",36.7590085,126.1968175,041-336-2253
324,다기능,"태안군 소원면 서해로 신덕교차로(신덕리, 만리포→태안)",36.7590085,126.1968175,041-336-2253
325,다기능,"천안시 서북구 불당23로 천안불무초등학교 앞 사거리(불당동, 수피아공원→천안시청)",36.8083197,127.106278,041-336-2253
326,과속,"천안시 동남구 수신면 수신로 해정1리 마을입구(해정리, 수신→전동)",36.7367684,127.2852642,041-336-2253
327,다기능,"천안시 동남구 충무로 일봉육교 앞 교차로(다가동, 일봉산사거리→천안고가교)",36.7952778,127.1375,041-336-2253
328,과속,"부여군 내산면 대숲길 운치교차로 전(운치리 256-1, 외산→부여)",36.2756466,126.7884112,041-336-2253
329,과속,"부여군 규암면 충절로 부여레미콘 앞(모리 379, 은산↔부여)",36.2967705,126.8681537,041-336-2253
330,과속,"부여군 장암면 충절로 장암교차로 전(석동리 786-21, 규암→장암)",36.2481191,126.8779435,041-336-2253
331,과속,"부여군 부여읍 백제문화로 용정리회관 앞(용정리, 공주→부여)",36.295383,126.936697,041-336-2253
332,과속,"부여군 양화면 충절로 벽룡사거리 앞(벽용리 177-6, 양화→서천)",36.1212839,126.8457487,041-336-2253
333,과속,"부여군 규암면 대백제로 부여대교 전(내리, 서천→부여)",36.0803312,126.6913277,041-336-2253
334,과속,"보령시 남포면 충서로 옥서리 213-13(구.철길건널목 인근, 보령→서천)",36.299049,126.60254,041-336-2253
335,과속,"보령시 남포면 충서로 옥서리 206(구.철길건널목 인근, 서천→보령)",36.299049,126.60254,041-336-2253
336,다기능,"보령시 대천항로 235 청파초등학교 앞(신흑동, 해수욕장→대천항)",36.3183173,126.511493,041-336-2253
337,다기능,보령시 주포면 충서로 주포사거리(광천→보령),36.4165567,126.5852334,041-336-2253
338,과속,보령시 남포면 달산리 755(죽도→달산삼거리),36.2973767,126.589375,041-336-2253
339,과속,"서산시 인지면 모월리 446-364, 모월저수지 부근(양대동→모월사거리)",36.728342,126.4373508,041-336-2253
340,과속,"서산시 인지면 모월리 446-380, 모월저수지 부근(모월사거리→양대동)",36.728342,126.4373508,041-336-2253
341,다기능,천안시 서북구 천안대로 공주대 천안캠퍼스 입구(평택→천안),36.8511811,127.1511352,041-336-2253
342,다기능,천안시 서북구 불당대로 원형육교 사거리(갤러리아백화점→쌍용도서관3가),36.8018788,127.1121161,041-336-2253
343,다기능,"천안시 서북구 불당19로 111, 린스트라우스 2단지 앞 삼거리(음봉로→불당고)",36.8168714,127.1100698,041-336-2253
344,다기능,천안시 서북구 번영로 차암2공단 입구 삼거리(성성동 298-1)(삼성SDI→경찰서),36.8515492,127.1260506,041-336-2253
345,다기능,천안시 동남구 만남로 천안로사거리(천안IC→터미널),36.8212955,127.1625557,041-336-2253
346,다기능,천안시 동남구 광풍로 구룡2동 마을입구 삼거리(천안→광덕),36.7730531,127.1430148,041-336-2253
347,과속,"천안시 동남구 충절로 동산3리 마을입구 삼거리(동산리 22-4, 천안→진천)",36.79165,127.367981,041-336-2253
348,과속,"천안시 동남구 충절로 2728(덕성리 산6-9, 진천→천안)",36.8133723,127.376979,041-336-2253
349,다기능,"천안시 서북구 성환읍 천안대로 안궁사거리(복모리, 천안→평택)",36.9179607,127.1308798,041-336-2253
350,다기능,"천안시 서북구 성환읍 천안대로 안궁사거리(복모리, 한미래@→평택)",36.9561147,127.1314116,041-336-2253
351,다기능,"천안시 서북구 광장로 용곡생태터널 앞 사거리(불당동, 아산→천안)",36.8000462,127.1108593,041-336-2253
352,다기능,아산시 탕정면 매곡로33번길 매곡2교차로(천안→현충사),36.792201,127.0791152,041-336-2253
353,다기능,아산시 탕정면 매곡로33번길 매곡2교차로(현충사→천안),36.792201,127.0791152,041-336-2253
354,다기능,보령시 청소면 충서로 진죽4가(홍성→보령),36.454552,126.594039,041-336-2253
355,다기능,보령시 웅천읍 충서로 두룡2교차로(남포→웅천),36.234314,126.601886,041-336-2253
356,과속,보령시 천북면 홍보로 994(천북면사무소→홍성방조제),36.4786871,126.5272929,041-336-2253
357,과속,태안군 안면읍 안면대로 육개버스정류장 앞(안면→고남),36.518182,126.3455545,041-336-2253
358,과속,태안군 원북면 옥파로 황촌1리 회관입구(원북→학암포),36.8585736,126.2298437,041-336-2253
359,다기능,"서산시 지곡면 환성3길 환성2리 입구 삼거리(환성리 268-4, 대산→서산)",36.9127606,126.4295435,041-336-2253
360,다기능,논산시 연무읍 동안로 평촌교차로(연무→강경천),36.134935,127.100612,041-336-2253
361,과속,천안시 서북구 성성동 삼성대로 푸르지오아파트 앞(천안TG→삼성SDI),36.8443431,127.1215375,041-336-2253
362,과속,천안시 서북구 두정동 삼성대로 장애인복지관 앞(삼성SDI→천안TG),36.838181,127.1578183,041-336-2253
363,다기능,천안시 서북구 차암동 3공단6로 효성해링턴아파트 입구 삼거리(차암교→코스트코),36.8397092,127.1198093,041-336-2253
364,다기능,"천안시 동남구 광풍로 신천안모터스 앞 삼거리(청당동, 청당동→풍세)",36.7800992,127.1537493,041-336-2253
365,다기능,계룡시 금암동 계룡대로 이케아삼거리 계룡대 방향(계룡TG→계룡대),36.2726712,127.2566019,041-336-2253
366,다기능,계룡시 두마면 계룡대로 이케아삼거리 계룡TG 방향(계룡대→계룡TG),36.2530051,127.2764213,041-336-2253
367,과속,금산군 진산면 복수로 교촌리 83(진산면→복수면),36.156893,127.3947817,041-336-2253
368,과속,홍성군 서부면 서부로 송촌마을회관 앞(갈산면→남당항),36.5806723,126.5069833,041-336-2253
369,다기능,홍성군 홍북읍 도청대로 신경리 1908(내포신도시→홍성읍),36.6014183,126.6622533,041-336-2253
370,구간,"아산시 탕정면 세종평택로 용두터널 전(용두리 30-25, 세종→평택) 1,2차로 시점",37.541092,127.7370461,041-336-2253
371,구간,"아산시 탕정면 세종평택로 용두터널 전(용두리 30-25, 세종→평택) 3차로 시점",37.541092,127.7370461,041-336-2253
372,구간,"아산시 둔포면 세종평택로 신둔포천교 전(신남리 10-9, 세종→평택) 1,2차로 종점",36.9329394,126.9953929,041-336-2253
373,구간,"아산시 둔포면 세종평택로 신둔포천교 전(신남리 10-9, 세종→평택) 3차로 종점",36.9329394,126.9953929,041-336-2253
374,구간,"아산시 둔포면 세종평택로 신법교차로 전(신남리 10-9, 평택→세종) 1,2차로 시점",36.9329394,126.9953929,041-336-2253
375,구간,"아산시 둔포면 세종평택로 신법교차로 전(신남리 10-9, 평택→세종) 3차로 시점",36.9329394,126.9953929,041-336-2253
376,구간,"아산시 탕정면 세종평택로 용두교차로 전(용두리 30-25, 평택→세종) 1,2차로 종점",37.541092,127.7370461,041-336-2253
377,구간,"아산시 탕정면 세종평택로 용두교차로 전(용두리 30-25, 평택→세종) 3차로 종점",37.541092,127.7370461,041-336-2253
378,다기능,"아산시 신정로 조정면허시험장 삼거리(방축동 427-7, 방축동→신정호)",36.7752041,126.9798784,041-336-2253
379,과속,"부여군 부여읍 성왕로 한전 부여지사 앞(석목리 139-8, 가탑교차로→대향로로터리)",36.2835557,126.9307318,041-336-2253
380,과속,부여군 규암면 나복리 653-9(부여TG→라복교차로),36.2949371,126.8543496,041-336-2253
381,다기능,"아산시 둔포면 아산밸리로 관용교차로(신양리 434-2, 아산제2테크노밸리→봉재교차로)",36.8898942,127.0573378,041-336-2253
382,다기능,"아산시 둔포면 아산밸리로 관용교차로(신양리 435-2, 봉재교차로→아산제2테크노밸리)",36.889228,127.0571934,041-336-2253
383,다기능,아산시 송악면 외암로 외암삼거리(송악면→장존동),36.7363309,127.0118226,041-336-2253
384,과속,"아산시 송악면 외암로 344, 임산물산지종합유통센터 앞(공주→아산)",36.6814053,126.9909514,041-336-2253
385,다기능,아산시 음봉면 음봉로 포스코아파트교차로(아산→음봉),36.8380353,127.0756465,041-336-2253
386,다기능,아산시 탕정면 탕정면로 지중해교차로(천안→탕정),36.7975413,127.0605217,041-336-2253
387,다기능,아산시 탕정면 탕정면로 탕정미래초등학교 앞(지중해교차로→트라팰리스),,,041-336-2253
388,다기능,아산시 탕정면 탕정면로 탕정미래초등학교 앞(트라팰리스→지중해교차로),36.8006907,127.0596558,041-336-2253
389,다기능,계룡시 엄사면 계백로 양정주유소 앞(논산→대전),,,041-336-2253
390,다기능,계룡시 엄사면 계백로 삼진삼거리(대전→논산),36.2816677,127.2403129,041-336-2253
391,다기능,서산시 대산읍 평신1로 독곶2교차로(황금산→독곶1교차로),36.9882059,126.3763774,041-336-2253
392,다기능,서산시 대산읍 평신1로 독곶2교차로(독곶1교차로→황금산),36.9882059,126.3763774,041-336-2253
393,다기능,서산시 성연면 백제사신로 명천교차로(성연→음암),36.8390535,126.460994,041-336-2253
394,다기능,공주시 우금티로 공주대학교 옥룡캠퍼스 앞 교차로(공주터널→한전),36.4519436,127.132526,041-336-2253
395,다기능,태안군 태안읍 서해로 인평1리 버스정류장 인근(서산→태안),36.764036,126.346268,041-336-2253
396,과속,"태안군 안면읍 안면대로 2117-1(창기리, 태안↔안면)",36.6000855,126.3235316,041-336-2253
397,과속,"천안시 동남구 수신면 수신로 백자슈퍼 앞(백자리 467-2, 세종→수신)",36.7090075,127.2739406,041-336-2253
398,과속,"천안시 동남구 풍세면 세종평택로 풍세교차로 앞(보성리 134-1, 아산→세종)",36.7335782,127.1280267,041-336-2253
399,과속,"천안시 동남구 광덕면 차령로 유천교차로 1km전방(대평리 산4-1, 유천교차로→차령터널)",36.6702202,127.1443707,041-336-2253
400,다기능,"천안시 동남구 쌍용대로 천안고 4가(봉명동 224, 쌍용지하차도→두정동)",36.806272,127.141699,041-336-2253
401,다기능,"천안시 동남구 충절로 에덴주유소앞 교차로(원성동 602, 터미널→충절오거리)",36.8126298,127.1580286,041-336-2253
402,다기능,"천안시 동남구 목천읍 천안대로 남천안IC 출구앞 3가(삼성리 83-14, 세종→천안)",36.7546925,127.1650573,041-336-2253
403,다기능,"천안시 동남구 충무로 남부오거리(원성동619, 다가동→구성삼거리)",36.7992818,127.153534,041-336-2253
404,다기능,"천안시 동남구 충절로 천안의료원 앞 교차로(삼룡동41-35, 목천→천안삼거리)",36.783977,127.167579,041-336-2253
405,다기능,"천안시 동남구 병천면 매봉로 창들2교차로(탑원리 368-7, 진천→천안)",36.7517829,127.3044143,041-336-2253
406,과속,"천안시 서북구 성환읍 삼사로 우신1교차로 앞(우신리 27-28, 둔포→우신2교차로)",36.9256431,127.1148908,041-336-2253
407,다기능,"천안시 서북구 천안대로 대동타일 입구 3가(신당동 477-6, 직산→업성3가)",36.8647623,127.1524444,041-336-2253
408,다기능,"천안시 서북구 입장면 망향로 입장교차로(독정리 133-3, 안성→입장)",36.9221096,127.2352168,041-336-2253
409,다기능,"천안시 서북구 불당21로 천안아름초등학교 앞(불당동 1883, 린트라우스@→시청)",36.8133092,127.1024581,041-336-2253
410,다기능,"천안시 서북구 동서대로 롯데마트 4가(성정동 747, 여성회관4가→인쇄창4가)",36.8260237,127.1395163,041-336-2253
411,다기능,"천안시 서북구 번영로 브라운스톤 4가(백석동 1114, 운동장4가→성성지하차도)",36.8292659,127.1156866,041-336-2253
412,다기능,"천안시 서북구 성거읍 망향로 방주빌라 입구 3가(요방리 160-9, 단국대→입장)",36.8495702,127.1826641,041-336-2253
413,과속,공주시 탄천면 안영리 686 일원(진고개삼거리→탄천IC),36.3141661,127.0570407,041-336-2253
414,다기능,"청양군 대치면 칠갑산1로 이화교차로(이화리 604, 정산→청양)",36.4650582,126.8692378,041-336-2253
415,다기능,아산시 인주면 아산만로 문방2리 입구(대음리→밀두리),36.8446419,126.8502938,041-336-2253
416,다기능,아산시 인주면 아산만로 문방2리 입구 건너편(밀두리→대음리),36.8719789,126.881887,041-336-2253
417,다기능,아산시 탕정면 탕정면로 동덕초등학교 앞(천안→탕정),36.8209886,127.0840911,041-336-2253
418,다기능,아산시 탕정면 탕정면로 동덕초등학교 건너편(탕정→천안),36.8209886,127.0840911,041-336-2253
419,다기능,아산시 배방읍 호서로 북수초등학교 앞(월천리→회룡리),36.767853,127.078501,041-336-2253
420,다기능,아산시 배방읍 호서로 북수초등학교 건너편(회룡리→월천리),36.767853,127.078501,041-336-2253
421,다기능,아산시 송악면 송악로 송남초등학교 앞(송악저수지→외암삼거리),36.7326091,127.0100729,041-336-2253
422,과속,"서산시 문화로 서광사 입구 교차로(읍내동 568-1, 문화회관→교육청)",36.7877943,126.4461139,041-336-2253
423,과속,"서산시 인지면 서해로 차동초등학교 앞(차리 102, 태안→서산)",36.7756691,126.4001697,041-336-2253
424,과속,"서산시 음암면 서해로 성암대교 400m전(탑곡리 산60-13, 당진→서산)",36.7924269,126.5318119,041-336-2253
425,과속,"서산시 온석1길 호산나어린이집 부근(온석동 585-4, 성연→온석동)",36.8009966,126.4659464,041-336-2253
426,다기능,"서산시 양열로 중앙교차로 세무서 방향(석림동 287-3, 잠홍동→세무서)",36.7611734,126.4618682,041-336-2253
427,다기능,"서산시 양열로 중앙교차로 잠홍동 방향(석림동 287-3, 세무서→잠홍동)",36.7611734,126.4618682,041-336-2253
428,다기능,"서산시 서해로 잠홍1교차로(잠홍동 52-1, 서산→당진)",36.7805107,126.4753455,041-336-2253
429,다기능,"서산시 양열북로 수석교차로 석림동 방향(잠홍동 111-9, 잠홍동→석림동)",36.7702561,126.4656797,041-336-2253
430,다기능,"서산시 양열북로 수석교차로 잠홍동 방향(잠홍동 112-4, 석림동→잠홍동)",36.7753846,126.476083,041-336-2253
431,다기능,"보령시 미산면 판미로 내평삼거리(내평리 381, 미산면→보령호)",36.2117088,126.6757701,041-336-2253
432,다기능,"보령시 대청로 두러뫼교차로(동대동 981-5, 화산교차로→원평교차로)",36.3541496,126.6186558,041-336-2253
433,다기능,"보령시 청라면 대청로 청보초등학교 앞(내현리 636, 청양→보령)",36.389068,126.6562176,041-336-2253
434,다기능,"보령시 청라면 대청로 청보초등학교 건너편(의평리 230-4, 보령→청양)",36.3885252,126.6570808,041-336-2253
435,다기능,"보령시 청소면 충서로 마동마을입구 교차로(죽림리 687-3, 보령→광천)",36.4688018,126.6045407,041-336-2253
436,다기능,아산시 인주면 서해로 밀두교차로(당진→아산),36.8735899,126.8909139,041-336-2253
437,과속,"아산시 신창면 온양순환로 경찰대학교 부근(황산리 20-14, 신창→천안)",36.7577587,126.9583976,041-336-2253
438,다기능,아산시 송악면 송악로 송남초등학교 건너편(외암삼거리→송악저수지),36.7326091,127.0100729,041-336-2253
439,다기능,당진시 송악읍 북부산업로 고대공단교차로(송악IC→석문),36.9723812,126.7577852,041-336-2253
440,다기능,당진시 송악읍 북부산업로 부곡교차로(석문→송악IC),36.9451627,126.7833112,041-336-2253
441,다기능,"공주시 월송동 무령로 신월초교차로(월송동 528-3, 공주대→세종)",36.4729951,127.1498248,041-336-2253
442,다기능,서산시 성연면 충의로 일람사거리(서산→대산),36.8193942,126.4400423,041-336-2253
443,다기능,"보령시 대천로 대천초등학교 앞(대천동 37-2, 신평로사거리→신평사거리)",36.3466519,126.6171886,041-336-2253
444,과속,"보령시 동현로 이편한세상아파트 앞(동대동 165-1, 평신삼거리→두러뫼교차로)",36.3498909,126.612383,041-336-2253
445,과속,"예산군 예산읍 금오대로 아리랑삼거리 전(산성리 112-3, 금오터널→아리랑삼거리)",36.687165,126.8434327,041-336-2253
446,다기능,"예산군 삽교읍 예목로 평촌교차로 (평촌리 271-11,삽교읍→내포신도시)",36.6808642,126.7092807,041-336-2253
447,다기능,"예산군 삽교읍 예목로 이리교차로(이리 418-1, 내포신도시→삽교읍)",36.6738149,126.6929469,041-336-2253
448,다기능,"예산군 삽교읍 예목로 보성교차로 (목리 산18-5, 삽교읍→내포신도시)",36.6725899,126.6862007,041-336-2253
449,다기능,예산군 광시면 충절로 광시교차로(홍성→청양),36.5381819,126.754011,041-336-2253
450,다기능,예산군 오가면 충서로 신원교차로(예산→홍성),36.684806,126.8166484,041-336-2253
451,다기능,"공주시 백제큰길 생명과학고 교차로(신관동 583, 정지산터널→공주IC)",36.4719482,127.1249577,041-336-2253
452,과속,아산시 온중로 온양중학교 앞(어의정→주공3단지아파트),36.7739441,126.998353,041-336-2253
453,다기능,아산시 온중로 용화초등학교 앞(주공3단지아파트→어의정),36.7734042,126.996197,041-336-2253
454,다기능,아산시 탕정면 탕정면로 탕정중학교 앞(탕정미래초→충남외고),36.802463,127.064038,041-336-2253
455,다기능,아산시 탕정면 탕정면로 탕정중학교(하늘성교회) 앞 (충남외고→탕정미래초),36.802463,127.064038,041-336-2253
456,다기능,아산시 서부북로 신광초등학교 앞(서진아파트→시내),36.7888889,126.9694139,041-336-2253
457,다기능,"아산시 탕정면 곡교천로 한내교차로(갈산리 716-19, 아산→천안)",36.7902418,127.0540115,041-336-2253
458,다기능,"아산시 배방읍 배방로 월천지구 내(북수리 1899, 배방중학교→배방자이1차아파트)",36.770528,127.070303,041-336-2253
459,다기능,"아산시 배방읍 배방로 월천지구 내(북수리 1899, 배방자이1차아파트→배방중학교)",36.7714745,127.0804698,041-336-2253
460,다기능,천안시 서북구 쌍용대로 현대자동차북부지점 앞 사거리(쌍용동→북부대로),36.8307106,127.1375301,041-336-2253
461,다기능,천안시 서북구 성거읍 망향로 금정샛별아파트 앞(천안→입장),36.8886493,127.206994,041-336-2253
462,과속,천안시 서북구 성환읍 천안대로 갯방죽사거리(평택→천안),36.9179607,127.1308798,041-336-2253
463,과속,천안시 동남구 병천면 충절로 매봉산터널 입구 진천방향(천안→진천),36.7660151,127.2991022,041-336-2253
464,과속,천안시 동남구 병천면 충절로 매봉산터널 입구 천안방향(진천→천안),36.7660151,127.2991022,041-336-2253
465,다기능,서산시 해미면 중앙로 옥거리교차로 서산방향(해미→서산),36.7764277,126.4646522,041-336-2253
466,다기능,"서산시 덕지천로 104 서림초등학교 앞(석림동, 서중사거리→세무서)",36.769845,126.4586807,041-336-2253
467,과속,"서산시 안견로 양우내안애아파트 113동 건너편(읍내동 724-4, 서산→대산)",36.7835143,126.4419971,041-336-2253
468,과속,아산시 영인면 아산로 월선교차로(염치→인주),36.8739518,126.9389092,041-336-2253
469,다기능,아산시 염치읍 아산로 서원교차로(영인→염치),36.8389283,126.9666219,041-336-2253
470,과속,아산시 둔포면 아산밸리로 둔포산단2교차로(둔포산단3→둔포산단1),36.9235036,127.0631458,041-336-2253
471,다기능,"논산시 연산면 계백로 화악삼거리(천호리 396, 대전→논산)",36.246086,127.2281712,041-336-2253
472,다기능,논산시 은진면 득안대로 은진사거리(연무→논산),36.169401,127.103579,041-336-2253
473,다기능,공주시 번영1로 국민은행 앞 사거리(신관초교차로→중앙로삼거리),36.4758255,127.1389776,041-336-2253
474,과속,공주시 무령로 세종공주원예농협 앞 사거리(월송동→신월초),36.4584776,127.1203197,041-336-2253
475,다기능,보령시 대해로 터미널사거리(수청사거리→대천IC),36.3333999,126.574931,041-336-2253
476,다기능,당진시 송악읍 북부산업로 한진교차로(송악IC→석문),36.9351916,126.7797285,041-336-2253
477,과속,당진시 합덕읍 예당평야로 성동교차로(예산→당진),36.7961805,126.765317,041-336-2253
478,다기능,홍성군 갈산면 내포로 동산사거리 (홍성→갈산),36.59646,126.583969,041-336-2253
479,과속,"홍성군 구항면 충서로 마온리 입구 삼거리(마온리 94-5, 홍성→광천)",36.5664818,126.6493904,041-336-2253
480,과속,예산군 신암면 예당평야로 신택교차로(예산→합덕),36.7609633,126.8127578,041-336-2253
481,다기능,예산군 오가면 윤봉길로 역탑교차로(삽교→아산),36.6894438,126.7900953,041-336-2253
482,과속,"부여군 내산면 성충로 저동교 앞(주암리 21-4, 내산면→외산면)",36.2866303,126.7702016,041-336-2253
483,과속,서천군 서천읍 대백제로 천산아파트 옆 삼거리(서천→장항),36.0953643,126.685053,041-336-2253
484,다기능,서천군 마서면 금강로 하구둑사거리(군산→서천),36.0202182,126.7386456,041-336-2253
485,다기능,금산군 군북면 금산로 새말사거리(추부→금산),36.1290517,127.498459,041-336-2253
486,과속,"청양군 남양면 금정공업사 앞(충절로 717, 청양→부여)",36.4169578,126.8001861,041-336-2253
487,과속,"태안군 근흥면 근흥로 두야정미소 앞(두야리 991-2, 태안→근흥)",36.7464276,126.247924,041-336-2253
488,과속,"부여군 부여읍 계백로 백제초등학교 앞 횡단보도(동남리 765-1, 군청→박물관)",36.2777458,126.9156775,041-336-2253
489,다기능,"천안시 서북구 시청로 불당동우체국 앞 사거리(불당동 776, 원형육교→시청)",36.8018788,127.1121161,041-336-2253
490,다기능,"천안시 서북구 백석로 롯데리아 앞 4가(백석동 770, 백석사거리→백석충전소)",36.8192397,127.1312255,041-336-2253
491,다기능,"천안시 동남구 청수14로 천안가온초등학교 앞 교차로(청당동, 천안법원→천안가온초)",36.7853537,127.1487868,041-336-2253
492,다기능,"천안시 동남구 서부대로 상신사거리(신방동 57-6, 방아다리4가→상신사거리)",36.7902987,127.1288376,041-336-2253
493,다기능,"천안시 동남구 수신면 수신로 상록CC 입구 삼거리(장산리 824-14, 수신면→병천면)",36.740285,127.2851334,041-336-2253
494,다기능,"천안시 동남구 천안대로 굴울사거리(구성동 258-3, 삼거리공원→천안TG)",36.7912159,127.1647508,041-336-2253
495,과속,홍성군 홍성읍 충서로 SK LPG 충전소 앞(홍성→광천),36.599544,126.681146,041-336-2253
496,다기능,홍성군 홍북읍 용봉로 경남아너스빌 후문 3거리(홍북→홍성),36.6522886,126.6646991,041-336-2253
497,다기능,홍성군 홍성읍 내포로 물방아사거리(구항→홍성),,,041-336-2253
498,다기능,홍성군 장곡면 충정로 월계교차로(홍성→청양),36.5051365,126.691305,041-336-2253
499,다기능,홍성군 홍성읍 충서로 홍성여고사거리(의사총4가→덕산통4가),36.6047854,126.6711368,041-336-2253
500,다기능,천안시 서북구 직산읍 수헐리 75-1 부영아파트 입구(직산→성환),36.8941196,127.1393615,041-336-2253
501,다기능,천안시 동남구 원성동 619 남부오거리(원성동→다가동),36.7992818,127.153534,041-336-2253
502,과속,"부여군 부여읍 계백로 동남교회 앞(쌍북리 583-4, 박물관→동부농협사거리)",36.2812732,126.9210935,041-336-2253
503,과속,부여군 부여읍 성왕로 기아자동차부여지점 앞(쌍북리 601-2미성삼거리→동부농협사거리),36.2831618,126.9173994,041-336-2253
504,구간,"당진시 시곡동 1120-2 서산방향 1,2차로 시점",36.9035758,126.6596348,041-336-2253
505,구간,"당진시 우두동 425-10 서산방향 1,2차로 종점",36.9013455,126.6347854,041-336-2253
506,과속,아산시 염치읍 이순신대로 석정리 641 석정교차로 전(예산→탕정),36.8068886,127.0015819,041-336-2253
507,과속,아산시 염치읍 이순신대로 염성리 409 곡교교차로 전(탕정→예산),36.8107102,126.9783793,041-336-2253
